sales_id,client_id,product_id,crop_id,month,profit,cost,sales,volume,source,presentation,year
1979,11,3,1,0,16333,15116,31450,285,PDN 23 C,4X5,2023
1980,11,6,1,0,9331,9074,18405,180,PDN 23 C,12X1,2023
1981,11,6,1,0,30471,24382,54852,630,PDN 23 C,1X20,2023
1982,11,17,1,0,1391,1110,2501,24,PDN 23 C,12X1,2023
1983,11,17,1,0,632,436,1068,12,PDN 23 C,1X20,2023
1984,11,17,1,0,181,112,292,3,PDN 23 C,4X5,2023
1985,11,1,3,0,7533,2073,9607,23,PDN 23 C,12X1,2023
1986,11,2,3,0,9047,4977,14024,80,PDN 23 C,12X1,2023
1987,11,2,3,0,26117,9364,35481,231,PDN 23 C,1X20,2023
1988,11,2,3,0,1694,726,2419,15,PDN 23 C,4X5,2023
1989,11,4,3,0,5083,4191,9273,52,PDN 23 C,12X1,2023
1990,11,4,3,0,2460,1456,3916,25,PDN 23 C,1X20,2023
1991,11,5,3,0,4322,3604,7927,69,PDN 23 C,12X1,2023
1992,11,14,3,0,1903,3311,5214,50,PDN 23 C,12X1,2023
1993,11,1,4,0,14649,4146,18795,45,PDN 23 C,12X1,2023
1994,11,1,4,0,13058,2781,15839,40,PDN 23 C,1X20,2023
1995,11,1,4,0,13054,3093,16147,40,PDN 23 C,4X5,2023
1996,11,2,4,0,16918,9377,26295,150,PDN 23 C,12X1,2023
1997,11,4,4,0,1478,1197,2675,15,PDN 23 C,12X1,2023
1998,11,4,4,0,2460,1456,3916,25,PDN 23 C,1X20,2023
1999,11,5,4,0,8104,6830,14934,130,PDN 23 C,12X1,2023
2000,11,5,4,0,1502,734,2236,24,PDN 23 C,1X20,2023
2001,11,5,4,0,807,505,1311,13,PDN 23 C,4X5,2023
2002,11,7,4,0,2700,1972,4673,22,PDN 23 C,12X1,2023
2003,11,1,5,0,14649,4146,18795,45,PDN 23 C,12X1,2023
2004,11,1,5,0,11426,2433,13859,35,PDN 23 C,1X20,2023
2005,11,1,5,0,4895,1160,6055,15,PDN 23 C,4X5,2023
2006,11,2,5,0,32531,11704,44235,288,PDN 23 C,1X20,2023
2007,11,2,5,0,1694,726,2419,15,PDN 23 C,4X5,2023
2008,11,4,5,0,7210,5987,13196,74,PDN 23 C,12X1,2023
2009,11,4,5,0,4763,2912,7675,49,PDN 23 C,1X20,2023
2010,11,4,5,0,1476,989,2465,15,PDN 23 C,4X5,2023
2011,11,5,5,0,1696,1406,3102,27,PDN 23 C,12X1,2023
2012,11,5,5,0,1001,490,1491,16,PDN 23 C,1X20,2023
2013,11,5,5,0,114,88,202,2,PDN 23 C,4X5,2023
2014,11,7,5,0,3221,2301,5522,26,PDN 23 C,12X1,2023
2015,11,7,5,0,5309,2891,8200,43,PDN 23 C,1X20,2023
2016,11,7,5,0,836,553,1389,7,PDN 23 C,4X5,2023
2017,11,14,5,0,3100,3671,6771,82,PDN 23 C,1X20,2023
2018,11,1,6,0,26116,7298,33414,80,PDN 23 C,12X1,2023
2019,11,1,6,0,32645,6953,39598,100,PDN 23 C,1X20,2023
2020,11,1,6,0,678,213,891,2,PDN 23 C,48X250,2023
2021,11,2,6,0,51989,28823,80812,461,PDN 23 C,12X1,2023
2022,11,2,6,0,162809,58522,221331,1441,PDN 23 C,1X20,2023
2023,11,2,6,0,7781,3348,11129,69,PDN 23 C,4X5,2023
2024,11,4,6,0,14241,11973,26214,147,PDN 23 C,12X1,2023
2025,11,4,6,0,3611,2184,5795,37,PDN 23 C,1X20,2023
2026,11,4,6,0,4757,3295,8052,49,PDN 23 C,4X5,2023
2027,11,5,6,0,8529,7209,15738,137,PDN 23 C,12X1,2023
2028,11,5,6,0,8684,4267,12951,139,PDN 23 C,1X20,2023
2029,11,5,6,0,1171,746,1917,19,PDN 23 C,4X5,2023
2030,11,7,6,0,2700,1972,4673,22,PDN 23 C,12X1,2023
2031,11,7,6,0,1869,991,2860,15,PDN 23 C,1X20,2023
2032,11,7,6,0,836,553,1389,7,PDN 23 C,4X5,2023
2033,11,14,6,0,3734,4441,8175,99,PDN 23 C,1X20,2023
2034,11,14,6,0,1906,2608,4514,50,PDN 23 C,4X5,2023
2035,11,21,6,0,36259,27438,63697,125,PDN 23 C,12X1,2023
2036,11,1,9,0,15695,4354,20048,48,PDN 23 C,12X1,2023
2037,11,1,9,0,13058,2781,15839,40,PDN 23 C,1X20,2023
2038,11,1,9,0,13054,3093,16147,40,PDN 23 C,4X5,2023
2039,11,2,9,0,19507,10820,30326,173,PDN 23 C,12X1,2023
2040,11,4,9,0,7702,6386,14088,79,PDN 23 C,12X1,2023
2041,11,4,9,0,1476,874,2349,15,PDN 23 C,1X20,2023
2042,11,4,9,0,5085,3460,8545,52,PDN 23 C,4X5,2023
2043,11,5,9,0,4183,3514,7697,67,PDN 23 C,12X1,2023
2044,11,5,9,0,1502,734,2236,24,PDN 23 C,1X20,2023
2045,11,5,9,0,307,198,504,5,PDN 23 C,4X5,2023
2046,11,7,9,0,2700,1972,4673,22,PDN 23 C,12X1,2023
2047,11,5,18,0,4331,2099,6429,69,PDN 23 C,1X20,2023
2048,11,5,18,0,2885,1756,4640,46,PDN 23 C,4X5,2023
2049,11,1,21,0,7533,2073,9607,23,PDN 23 C,12X1,2023
2050,11,1,21,0,6529,1391,7920,20,PDN 23 C,1X20,2023
2051,11,2,21,0,12946,7213,20159,115,PDN 23 C,12X1,2023
2052,11,4,21,0,7210,5987,13196,74,PDN 23 C,12X1,2023
2053,11,5,21,0,12329,10417,22746,198,PDN 23 C,12X1,2023
2054,11,5,21,0,5506,2693,8199,88,PDN 23 C,1X20,2023
2055,11,7,21,0,2700,1972,4673,22,PDN 23 C,12X1,2023
2056,11,7,21,0,6447,3470,9916,52,PDN 23 C,1X20,2023
2057,11,1,26,0,14649,4146,18795,45,PDN 23 C,12X1,2023
2058,11,1,26,0,14690,3129,17819,45,PDN 23 C,1X20,2023
2059,11,1,26,0,6527,1547,8074,20,PDN 23 C,4X5,2023
2060,11,2,26,0,25907,14412,40318,230,PDN 23 C,12X1,2023
2061,11,2,26,0,39066,16742,55808,346,PDN 23 C,4X5,2023
2062,11,4,26,0,28661,23946,52607,295,PDN 23 C,12X1,2023
2063,11,4,26,0,2460,1456,3916,25,PDN 23 C,1X20,2023
2064,11,5,26,0,11052,9281,20333,177,PDN 23 C,12X1,2023
2065,11,5,26,0,10687,5246,15933,171,PDN 23 C,1X20,2023
2066,11,7,26,0,3368,2367,5735,27,PDN 23 C,12X1,2023
2067,11,7,26,0,2193,1239,3433,18,PDN 23 C,1X20,2023
2068,11,7,26,0,729,461,1190,6,PDN 23 C,4X5,2023
2069,11,14,26,0,2199,2591,4789,58,PDN 23 C,1X20,2023
2070,11,21,26,0,36259,27438,63697,125,PDN 23 C,12X1,2023
2071,11,4,32,0,14241,11973,26214,147,PDN 23 C,12X1,2023
2072,12,6,1,0,45480,50411,95891,1000,PDN 23 C,12X1,2023
2073,12,6,1,0,64298,59266,123564,1531,PDN 23 C,1X20,2023
2074,12,6,1,0,4243,3666,7909,98,PDN 23 C,1X200,2023
2075,12,6,1,0,18855,20553,39408,442,PDN 23 C,4X5,2023
2076,12,1,4,0,8737,2839,11576,31,PDN 23 C,12X1,2023
2077,12,1,4,0,7347,1797,9145,26,PDN 23 C,1X20,2023
2078,12,1,4,0,4584,1837,6421,16,PDN 23 C,48X250,2023
2079,12,1,4,0,3673,1000,4673,13,PDN 23 C,4X5,2023
2080,12,7,4,0,3713,3177,6890,36,PDN 23 C,12X1,2023
2081,12,7,4,0,309,200,509,3,PDN 23 C,1X20,2023
2082,12,7,4,0,476,620,1096,5,PDN 23 C,48X250,2023
2083,12,1,8,0,65716,21292,87008,233,PDN 23 C,12X1,2023
2084,12,1,8,0,98487,24265,122752,349,PDN 23 C,1X20,2023
2085,12,1,8,0,8766,3674,12440,31,PDN 23 C,48X250,2023
2086,12,1,8,0,29383,7997,37380,104,PDN 23 C,4X5,2023
2087,12,2,8,0,19567,12764,32331,204,PDN 23 C,12X1,2023
2088,12,2,8,0,50296,21243,71538,523,PDN 23 C,1X20,2023
2089,12,2,8,0,10107,5064,15171,105,PDN 23 C,4X5,2023
2090,12,4,8,0,20511,20911,41422,257,PDN 23 C,12X1,2023
2091,12,4,8,0,34406,25428,59834,429,PDN 23 C,1X20,2023
2092,12,4,8,0,4802,4029,8830,60,PDN 23 C,4X5,2023
2093,12,5,8,0,9587,9611,19198,183,PDN 23 C,12X1,2023
2094,12,5,8,0,19262,11191,30453,366,PDN 23 C,1X20,2023
2095,12,5,8,0,2872,2128,5000,55,PDN 23 C,4X5,2023
2096,12,9,8,0,10912,14791,25704,20,PDN 23 C,12X1,2023
2097,12,9,8,0,46306,61365,107671,82,PDN 23 C,48X250,2023
2098,12,9,8,0,47299,73240,120539,85,PDN 23 C,70X50,2023
2099,12,14,8,0,5035,11678,16714,175,PDN 23 C,12X1,2023
2100,12,14,8,0,11913,18274,30186,409,PDN 23 C,1X20,2023
2101,12,14,8,0,3404,6132,9536,117,PDN 23 C,4X5,2023
2102,12,1,14,0,17475,5678,23152,62,PDN 23 C,12X1,2023
2103,12,1,14,0,7347,1797,9145,26,PDN 23 C,1X20,2023
2104,12,1,14,0,4584,1837,6421,16,PDN 23 C,48X250,2023
2105,12,1,14,0,7346,1999,9345,26,PDN 23 C,4X5,2023
2106,12,2,14,0,3726,2455,6181,39,PDN 23 C,12X1,2023
2107,12,2,14,0,4433,1859,6292,46,PDN 23 C,1X20,2023
2108,12,2,14,0,1714,886,2601,18,PDN 23 C,4X5,2023
2109,12,4,14,0,5615,5667,11282,70,PDN 23 C,12X1,2023
2110,12,4,14,0,6560,4877,11437,82,PDN 23 C,1X20,2023
2111,12,4,14,0,6069,5116,11185,76,PDN 23 C,4X5,2023
2112,12,5,14,0,918,971,1888,18,PDN 23 C,12X1,2023
2113,12,5,14,0,932,565,1498,18,PDN 23 C,1X20,2023
2114,12,5,14,0,1327,946,2273,25,PDN 23 C,4X5,2023
2115,12,7,14,0,9090,7943,17033,89,PDN 23 C,12X1,2023
2116,12,7,14,0,6019,3992,10011,59,PDN 23 C,1X20,2023
2117,12,7,14,0,1879,2067,3947,18,PDN 23 C,48X250,2023
2118,12,14,14,0,1647,3893,5539,58,PDN 23 C,12X1,2023
2119,12,14,14,0,3414,5221,8635,117,PDN 23 C,1X20,2023
2120,12,14,14,0,1661,3066,4727,58,PDN 23 C,4X5,2023
2121,12,1,17,0,62928,20346,83274,223,PDN 23 C,12X1,2023
2122,12,1,17,0,29390,7190,36579,104,PDN 23 C,1X20,2023
2123,12,1,17,0,13350,5511,18861,47,PDN 23 C,48X250,2023
2124,12,1,17,0,16967,4598,21566,60,PDN 23 C,4X5,2023
2125,12,2,17,0,2331,1473,3804,24,PDN 23 C,12X1,2023
2126,12,2,17,0,4433,1859,6292,46,PDN 23 C,1X20,2023
2127,12,2,17,0,1245,633,1878,13,PDN 23 C,4X5,2023
2128,12,4,17,0,13781,13941,27722,172,PDN 23 C,12X1,2023
2129,12,4,17,0,9617,7120,16737,120,PDN 23 C,1X20,2023
2130,12,4,17,0,2100,1727,3826,26,PDN 23 C,4X5,2023
2131,12,5,17,0,7043,7119,14162,135,PDN 23 C,12X1,2023
2132,12,5,17,0,5670,3316,8986,108,PDN 23 C,1X20,2023
2133,12,5,17,0,1414,1040,2454,27,PDN 23 C,4X5,2023
2134,12,7,17,0,36360,31773,68134,356,PDN 23 C,12X1,2023
2135,12,7,17,0,12208,7984,20192,119,PDN 23 C,1X20,2023
2136,12,7,17,0,1879,2067,3947,18,PDN 23 C,48X250,2023
2137,12,9,17,0,5456,7396,12852,10,PDN 23 C,12X1,2023
2138,12,9,17,0,12012,16875,28887,22,PDN 23 C,48X250,2023
2139,12,9,17,0,10785,17578,28362,20,PDN 23 C,70X50,2023
2140,12,1,21,0,4555,1419,5975,16,PDN 23 C,12X1,2023
2141,12,1,21,0,4549,1078,5628,16,PDN 23 C,1X20,2023
2142,12,1,21,0,898,306,1204,3,PDN 23 C,48X250,2023
2143,12,1,21,0,3673,1000,4673,13,PDN 23 C,4X5,2023
2144,12,4,21,0,16473,16729,33202,206,PDN 23 C,12X1,2023
2145,12,4,21,0,9921,7374,17295,124,PDN 23 C,1X20,2023
2146,12,4,21,0,2100,1727,3826,26,PDN 23 C,4X5,2023
2147,12,5,21,0,7229,7248,14477,138,PDN 23 C,12X1,2023
2148,12,5,21,0,2039,1206,3245,39,PDN 23 C,1X20,2023
2149,12,5,21,0,1062,757,1818,20,PDN 23 C,4X5,2023
2150,12,7,21,0,27270,23830,51100,267,PDN 23 C,12X1,2023
2151,12,7,21,0,1547,998,2545,15,PDN 23 C,1X20,2023
2152,12,7,21,0,1879,2067,3947,18,PDN 23 C,48X250,2023
2153,12,14,21,0,753,1635,2388,25,PDN 23 C,12X1,2023
2154,12,14,21,0,3111,4786,7897,107,PDN 23 C,1X20,2023
2155,12,14,21,0,587,1124,1712,21,PDN 23 C,4X5,2023
2156,12,4,28,0,6517,6538,13055,81,PDN 23 C,12X1,2023
2157,12,4,28,0,179,115,294,2,PDN 23 C,4X5,2023
2158,12,5,28,0,7760,7766,15526,148,PDN 23 C,12X1,2023
2159,12,5,28,0,932,565,1498,18,PDN 23 C,1X20,2023
2160,12,5,28,0,927,709,1636,18,PDN 23 C,4X5,2023
2161,12,7,28,0,5996,5296,11292,59,PDN 23 C,12X1,2023
2162,13,9,5,0,418273,991058,1409330,1370,PDN 23 C,12X1,2023
2163,13,2,7,0,102395,19093,121488,486,PDN 23 C,1X200,2023
2164,13,9,8,0,211899,496623,708523,700,PDN 23 C,4X5,2023
2165,13,2,16,0,10754,1995,12749,51,PDN 23 C,1X200,2023
2166,13,2,19,0,100680,18808,119488,478,PDN 23 C,1X200,2023
2167,15,12,12,0,369833,205346,575179,3741,PDN 23 C,12X1,2023
2168,17,3,1,0,116825,110668,227493,1943,PDN 23 C,12X1,2023
2169,17,3,1,0,25150,20094,45244,444,PDN 23 C,1X20,2023
2170,17,6,1,0,23458,22759,46217,452,PDN 23 C,12X1,2023
2171,17,6,1,0,49613,39718,89331,1026,PDN 23 C,1X20,2023
2172,17,2,3,0,23176,10765,33941,172,PDN 23 C,12X1,2023
2173,17,2,3,0,2788,847,3635,21,PDN 23 C,1X20,2023
2174,17,24,3,0,3366,582,3948,3,PDN 23 C,70X50,2023
2175,17,29,3,0,9338,6639,15977,111,PDN 23 C,12X1,2023
2176,17,36,3,0,255586,176894,432480,1003,PDN 23 C,4X1,2023
2177,17,37,3,0,189211,101428,290639,783,PDN 23 C,4X1,2023
2178,17,2,4,0,26247,12233,38480,195,PDN 23 C,12X1,2023
2179,17,2,4,0,3442,1059,4501,26,PDN 23 C,1X20,2023
2180,17,24,4,0,1138,31,1169,1,PDN 23 C,4X5,2023
2181,17,24,4,0,1122,194,1316,1,PDN 23 C,70X50,2023
2182,17,29,4,0,9338,6639,15977,111,PDN 23 C,12X1,2023
2183,17,36,4,0,47895,33168,81063,188,PDN 23 C,4X1,2023
2184,17,37,4,0,44891,24150,69041,186,PDN 23 C,4X1,2023
2185,17,29,6,0,2933,2105,5038,35,PDN 23 C,12X1,2023
2186,17,2,7,0,6339,2936,9275,47,PDN 23 C,12X1,2023
2187,17,2,7,0,1721,529,2250,13,PDN 23 C,1X20,2023
2188,17,24,9,0,2313,319,2632,2,PDN 23 C,70X50,2023
2189,17,36,9,0,31787,22112,53898,125,PDN 23 C,4X1,2023
2190,17,36,11,0,86471,59702,146172,339,PDN 23 C,4X1,2023
2191,17,37,11,0,52373,28175,80547,217,PDN 23 C,4X1,2023
2192,17,5,12,0,4900,3359,8259,64,PDN 23 C,12X1,2023
2193,17,5,12,0,1343,543,1887,18,PDN 23 C,1X20,2023
2194,17,12,12,0,92,48,140,1,PDN 23 C,12X1,2023
2195,17,24,12,0,5658,921,6580,5,PDN 23 C,70X50,2023
2196,17,36,12,0,719294,497514,1216808,2822,PDN 23 C,4X1,2023
2197,17,37,12,0,420097,225396,645493,1739,PDN 23 C,4X1,2023
2198,17,24,17,0,1122,194,1316,1,PDN 23 C,70X50,2023
2199,17,2,23,0,4160,1957,6117,31,PDN 23 C,12X1,2023
2200,17,2,23,0,6644,2011,8655,50,PDN 23 C,1X20,2023
2201,17,37,23,0,1632,966,2598,7,PDN 23 C,4X1,2023
2202,17,2,24,0,10499,4893,15392,78,PDN 23 C,12X1,2023
2203,17,5,24,0,2779,1866,4645,36,PDN 23 C,12X1,2023
2204,17,5,24,0,896,362,1258,12,PDN 23 C,1X20,2023
2205,17,24,24,0,2273,98,2371,2,PDN 23 C,12X1,2023
2206,17,36,24,0,95791,66335,162126,376,PDN 23 C,4X1,2023
2207,17,2,25,0,4160,1957,6117,31,PDN 23 C,12X1,2023
2208,17,2,25,0,5163,1588,6751,39,PDN 23 C,1X20,2023
2209,17,37,25,0,1002,483,1485,4,PDN 23 C,4X1,2023
2210,17,29,26,0,2933,2105,5038,35,PDN 23 C,12X1,2023
2211,17,36,27,0,31787,22112,53898,125,PDN 23 C,4X1,2023
2212,17,24,28,0,3414,533,3948,3,PDN 23 C,70X50,2023
2213,17,36,28,0,47895,33168,81063,188,PDN 23 C,4X1,2023
2214,17,37,28,0,90153,48299,138452,373,PDN 23 C,4X1,2023
2215,17,24,29,0,2246,92,2338,2,PDN 23 C,4X5,2023
2216,17,24,29,0,6780,1115,7895,6,PDN 23 C,70X50,2023
2217,17,36,29,0,80113,55279,135392,314,PDN 23 C,4X1,2023
2218,17,37,29,0,74818,40249,115068,310,PDN 23 C,4X1,2023
2219,17,5,33,0,330,187,516,4,PDN 23 C,12X1,2023
2220,17,5,33,0,4958,2064,7022,67,PDN 23 C,1X20,2023
2221,17,5,40,0,926,622,1548,12,PDN 23 C,12X1,2023
2222,17,36,40,0,31787,22112,53898,125,PDN 23 C,4X1,2023
2223,17,37,40,0,18810,10143,28953,78,PDN 23 C,4X1,2023
2224,17,5,41,0,238,149,387,3,PDN 23 C,12X1,2023
2225,17,37,41,0,44891,24150,69041,186,PDN 23 C,4X1,2023
2226,17,2,43,0,5678,2610,8288,42,PDN 23 C,12X1,2023
2227,17,2,43,0,1067,318,1385,8,PDN 23 C,1X20,2023
2228,17,5,43,0,6819,4665,11485,89,PDN 23 C,12X1,2023
2229,17,5,43,0,4373,1811,6184,59,PDN 23 C,1X20,2023
2230,17,24,43,0,2273,98,2371,2,PDN 23 C,12X1,2023
2231,17,36,43,0,64004,44223,108228,251,PDN 23 C,4X1,2023
2232,17,5,44,0,1920,1306,3226,25,PDN 23 C,12X1,2023
2233,17,5,44,0,448,181,629,6,PDN 23 C,1X20,2023
2234,17,37,44,0,44891,24150,69041,186,PDN 23 C,4X1,2023
2235,17,36,45,0,64004,44223,108228,251,PDN 23 C,4X1,2023
2236,17,37,45,0,8904,4830,13734,37,PDN 23 C,4X1,2023
2237,18,3,1,0,21704,20563,42267,361,PDN 23 C,12X1,2023
2238,18,3,1,0,8169,6504,14674,144,PDN 23 C,1X20,2023
2239,18,3,1,0,8826,8168,16994,154,PDN 23 C,4X5,2023
2240,18,6,1,0,9694,9427,19121,187,PDN 23 C,12X1,2023
2241,18,6,1,0,5224,4180,9403,108,PDN 23 C,1X20,2023
2242,18,1,4,0,64605,18095,82700,198,PDN 23 C,12X1,2023
2243,18,1,4,0,674,118,792,2,PDN 23 C,1X20,2023
2244,18,1,4,0,17004,6164,23168,52,PDN 23 C,48X250,2023
2245,18,2,4,0,22638,12596,35235,201,PDN 23 C,12X1,2023
2246,18,2,4,0,2161,757,2918,19,PDN 23 C,1X20,2023
2247,18,2,4,0,2721,1151,3871,24,PDN 23 C,4X5,2023
2248,18,4,4,0,25522,21378,46900,263,PDN 23 C,12X1,2023
2249,18,4,4,0,281,189,470,3,PDN 23 C,1X20,2023
2250,18,4,4,0,4066,4594,8660,42,PDN 23 C,48X250,2023
2251,18,5,4,0,873,735,1608,14,PDN 23 C,12X1,2023
2252,18,5,4,0,1069,515,1584,17,PDN 23 C,1X20,2023
2253,18,7,4,0,10569,7697,18266,86,PDN 23 C,12X1,2023
2254,18,7,4,0,110,81,191,1,PDN 23 C,1X20,2023
2255,18,7,4,0,638,563,1201,5,PDN 23 C,48X250,2023
2256,18,14,4,0,906,1597,2503,24,PDN 23 C,12X1,2023
2257,18,34,4,0,1742,672,2413,7,PDN 23 C,12X1,2023
2258,18,4,12,0,2037,1708,3745,21,PDN 23 C,12X1,2023
2259,18,1,14,0,119389,33481,152870,366,PDN 23 C,12X1,2023
2260,18,1,14,0,940,396,1337,3,PDN 23 C,48X250,2023
2261,18,2,14,0,19169,10632,29801,170,PDN 23 C,12X1,2023
2262,18,2,14,0,6110,2185,8294,54,PDN 23 C,1X20,2023
2263,18,2,14,0,331,153,484,3,PDN 23 C,4X5,2023
2264,18,4,14,0,9999,8369,18368,103,PDN 23 C,12X1,2023
2265,18,4,14,0,2427,2728,5155,25,PDN 23 C,48X250,2023
2266,18,5,14,0,499,420,919,8,PDN 23 C,12X1,2023
2267,18,5,14,0,1801,901,2702,29,PDN 23 C,1X20,2023
2268,18,14,14,0,106,207,313,3,PDN 23 C,12X1,2023
2269,18,1,20,0,35881,10064,45944,110,PDN 23 C,12X1,2023
2270,18,1,20,0,5291,1837,7129,16,PDN 23 C,48X250,2023
2271,18,2,20,0,10354,5773,16127,92,PDN 23 C,12X1,2023
2272,18,2,20,0,669,252,922,6,PDN 23 C,1X20,2023
2273,18,2,20,0,1147,466,1613,10,PDN 23 C,4X5,2023
2274,18,4,20,0,12207,10262,22469,126,PDN 23 C,12X1,2023
2275,18,4,20,0,3976,4272,8248,40,PDN 23 C,48X250,2023
2276,18,5,20,0,423,381,804,7,PDN 23 C,12X1,2023
2277,18,7,20,0,1523,1026,2549,12,PDN 23 C,12X1,2023
2278,18,7,20,0,521,242,763,4,PDN 23 C,1X20,2023
2279,18,7,20,0,136,104,240,1,PDN 23 C,48X250,2023
2280,18,9,20,0,2720,3063,5783,4,PDN 23 C,12X1,2023
2281,18,9,20,0,2718,3177,5895,4,PDN 23 C,48X250,2023
2282,18,14,20,0,255,475,730,7,PDN 23 C,12X1,2023
2283,18,1,22,0,95880,26917,122797,294,PDN 23 C,12X1,2023
2284,18,1,22,0,50348,18265,68613,154,PDN 23 C,48X250,2023
2285,18,2,22,0,28196,15629,43824,250,PDN 23 C,12X1,2023
2286,18,2,22,0,4169,1514,5683,37,PDN 23 C,1X20,2023
2287,18,2,22,0,558,248,806,5,PDN 23 C,4X5,2023
2288,18,4,22,0,11821,9935,21756,122,PDN 23 C,12X1,2023
2289,18,4,22,0,500,283,783,5,PDN 23 C,1X20,2023
2290,18,4,22,0,2586,2775,5361,26,PDN 23 C,48X250,2023
2291,18,5,22,0,326,249,574,5,PDN 23 C,12X1,2023
2292,18,7,22,0,1987,1411,3398,16,PDN 23 C,12X1,2023
2293,18,7,22,0,94,146,240,1,PDN 23 C,48X250,2023
2294,18,9,22,0,6274,6739,13013,9,PDN 23 C,12X1,2023
2295,18,9,22,0,11507,12073,23579,16,PDN 23 C,48X250,2023
2296,18,9,22,0,4376,5096,9473,6,PDN 23 C,70X50,2023
2297,18,14,22,0,1222,2115,3337,32,PDN 23 C,12X1,2023
2298,18,14,22,0,495,579,1073,13,PDN 23 C,1X20,2023
2299,18,1,23,0,19289,5354,24643,59,PDN 23 C,12X1,2023
2300,18,1,23,0,7543,2704,10247,23,PDN 23 C,48X250,2023
2301,18,2,23,0,9266,5108,14374,82,PDN 23 C,12X1,2023
2302,18,2,23,0,575,193,768,5,PDN 23 C,1X20,2023
2303,18,2,23,0,1561,697,2258,14,PDN 23 C,4X5,2023
2304,18,4,23,0,7583,6327,13910,78,PDN 23 C,12X1,2023
2305,18,4,23,0,1706,1800,3505,17,PDN 23 C,48X250,2023
2306,18,5,23,0,309,265,574,5,PDN 23 C,12X1,2023
2307,18,7,23,0,232,192,425,2,PDN 23 C,12X1,2023
2308,18,7,23,0,110,81,191,1,PDN 23 C,1X20,2023
2309,18,14,23,0,123,190,313,3,PDN 23 C,12X1,2023
2310,18,1,24,0,23809,6681,30490,73,PDN 23 C,12X1,2023
2311,18,1,24,0,7811,2882,10693,24,PDN 23 C,48X250,2023
2312,18,2,24,0,5440,2974,8414,48,PDN 23 C,12X1,2023
2313,18,2,24,0,2161,757,2918,19,PDN 23 C,1X20,2023
2314,18,2,24,0,3403,1436,4839,30,PDN 23 C,4X5,2023
2315,18,4,24,0,7211,5985,13196,74,PDN 23 C,12X1,2023
2316,18,4,24,0,695,748,1443,7,PDN 23 C,48X250,2023
2317,18,5,24,0,119,111,230,2,PDN 23 C,12X1,2023
2318,18,5,24,0,505,240,745,8,PDN 23 C,1X20,2023
2319,18,7,24,0,232,192,425,2,PDN 23 C,12X1,2023
2320,18,14,24,0,123,190,313,3,PDN 23 C,12X1,2023
2321,18,1,44,0,13413,3712,17125,41,PDN 23 C,12X1,2023
2322,18,1,44,0,3255,1201,4455,10,PDN 23 C,48X250,2023
2323,18,4,44,0,2037,1708,3745,21,PDN 23 C,12X1,2023
2324,18,4,44,0,617,620,1237,6,PDN 23 C,48X250,2023
2325,19,3,1,0,135278,128159,263438,2250,PDN 23 C,12X1,2023
2326,19,3,1,0,105432,84204,189636,1861,PDN 23 C,1X20,2023
2327,19,3,1,0,186066,172240,358306,3247,PDN 23 C,4X5,2023
2328,19,6,1,0,20889,20318,41207,403,PDN 23 C,12X1,2023
2329,19,6,1,0,28601,22855,51457,591,PDN 23 C,1X20,2023
2330,19,13,1,0,26429,30602,57031,395,PDN 23 C,12X1,2023
2331,19,13,1,0,3069,3133,6202,48,PDN 23 C,1X20,2023
2332,19,13,1,0,1793,2061,3854,28,PDN 23 C,4X5,2023
2333,19,15,1,0,8986,7356,16342,171,PDN 23 C,12X1,2023
2334,19,15,1,0,7266,4631,11897,148,PDN 23 C,1X20,2023
2335,19,15,1,0,2093,1638,3731,42,PDN 23 C,4X5,2023
2336,19,17,1,0,18537,15536,34074,327,PDN 23 C,12X1,2023
2337,19,17,1,0,5225,3499,8724,98,PDN 23 C,1X20,2023
2338,19,17,1,0,756,609,1365,14,PDN 23 C,4X5,2023
2339,19,1,3,0,159593,44651,204244,489,PDN 23 C,12X1,2023
2340,19,1,3,0,53584,11356,64940,164,PDN 23 C,1X20,2023
2341,19,1,3,0,13130,4692,17822,40,PDN 23 C,48X250,2023
2342,19,2,3,0,52994,29396,82390,470,PDN 23 C,12X1,2023
2343,19,2,3,0,38628,13901,52530,342,PDN 23 C,1X20,2023
2344,19,2,3,0,1018,433,1452,9,PDN 23 C,4X5,2023
2345,19,5,3,0,9655,8151,17806,155,PDN 23 C,12X1,2023
2346,19,5,3,0,4575,2226,6802,73,PDN 23 C,1X20,2023
2347,19,7,3,0,8172,5847,14018,66,PDN 23 C,12X1,2023
2348,19,7,3,0,25069,13642,38711,203,PDN 23 C,1X20,2023
2349,19,14,3,0,2130,3709,5840,56,PDN 23 C,12X1,2023
2350,19,14,3,0,1722,1994,3716,45,PDN 23 C,1X20,2023
2351,19,1,4,0,147790,41417,189208,453,PDN 23 C,12X1,2023
2352,19,1,4,0,91137,19340,110477,279,PDN 23 C,1X20,2023
2353,19,1,4,0,25536,9216,34752,78,PDN 23 C,48X250,2023
2354,19,1,4,0,22171,5279,27450,68,PDN 23 C,4X5,2023
2355,19,2,4,0,24251,13438,37689,215,PDN 23 C,12X1,2023
2356,19,2,4,0,24301,8722,33023,215,PDN 23 C,1X20,2023
2357,19,2,4,0,1584,1261,2844,14,PDN 23 C,48X250,2023
2358,19,5,4,0,9239,7763,17002,148,PDN 23 C,12X1,2023
2359,19,5,4,0,5692,2787,8479,91,PDN 23 C,1X20,2023
